values	weights
FLORENTINA	16
GERALDINE	16
GIANG	16
IJEOMA	16
INDIRA	16
IVONA	16
JOLANDA	16
JOSÉ	16
KAARINA	16
KAJETANA	16
LANA	16
LAURENCE	16
LEANDRA	16
LESZKA	16
LETIZIA	16
LI	16
LOAN	16
MAHMOUD	16
MARGARYTA	16
MARIA DANUTA	16
MARIA MAŁGORZATA	16
MARIELA	16
MARINE	16
MICHAL	16
MIRABELA	16
MIREILLE	16
MIRJAM	16
NADINA	16
NIKI	16
NIKOLE	16
NNEKA	16
ORSZULA	16
RAFAELLA	16
ROXANNE	16
SILA	16
STEFANI	16
SZYMONA	16
TACJANNA	16
TESSA	16
TOMASZA	16
TRAUTA	16
TYCJANA	16
VERENA	16
YORDANOVA	16
ZINAIDA	16
ZUZIA	16
AMARA	15
ANDROMEDA	15
ANI	15
ANNICK	15
ARNOLDA	15
ASIA	15
ASPAZJA	15
ASTERIA	15
BEATRYCZA	15
BIRGITTA	15
CAROLE	15
CÉLINE	15
CLAUDINE	15
CONSTANZA	15
ELSIE	15
EMINE	15
EUGIENIA	15
FAY	15
FELICITAS	15
GEORGETTE	15
GERTA	15
HARRIET	15
IZABEL	15
JUNG	15
KATRINE	15
LESLIE	15
LISE	15
LOLITA	15
LUCILLE	15
MADLENA	15
MARCIA	15
MARGA	15
MELEK	15
MIROSŁAWA KAZIMIERA	15
NADA	15
NELIA	15
NEOMI	15
OLEKSANDRA	15
PASCALE	15
PENELOPE	15
RABIA	15
RANDIA	15
RENE	15
RIMA	15
ROLANDA	15
ROSARIO	15
ROSEMARY	15
RÓS	15
SAIDA	15
SOLVEIG	15
STÉPHANIE	15
SUN	15
ŚWIETLANA	15
THÉRÈSE	15
WALENTINA	15
WENETA	15
WIKTORA	15
ZITA	15
AIKO	14
ALEXANDRIA	14
AMELA	14
ANDRZEJKA	14
ANNABELL	14
ANNABELLA	14
ANOUK	14
APOLLONIA	14
AYSE	14
BARBRA	14
BOŻENTYNA	14
CÉCILE	14
CLAUDE	14
DANUSIA	14
DEONIZA	14
DIANNE	14
DORIANA	14
EDWIGE	14
ELIANE	14
ELLIE	14
EMI	14
ESPERANZA	14
EVELYNE	14
FELICITY	14
FRANCIS	14
FRIEDERIKE	14
GABRYIELA	14
GEORGIANA	14
HANNELORA	14
HASSAN	14
HAVA	14
HYUN	14
ILANA	14
IVANA	14
JAMILA	14
JANINA MARIA	14
JOHANA	14
JÚLIA	14
KATHERINA	14
KRASIMIROVA	14
KRISTIINA	14
KRZESISŁAWA	14
LAJLA	14
LEANNE	14
LESLEY	14
LUCÍA	14
MADELAINE	14
MADLEN	14
MAXIMA	14
MELINDA	14
MERY	14
MILLENIA	14
MIN	14
NOEMÍ	14
ODETTE	14
ORESTA	14
PRINCESSA	14
PRIYA	14
REDDY	14
ROSEMARIA	14
SALLY	14
SANDRINE	14
SIBEL	14
SOOK	14
STASIA	14
SULISŁAWA	14
ULRYKA	14
VIOLETTE	14
VIRGINIE	14
WERONICA	14
WESNA	14
YASMINA	14
ZOI	14
ZONIA	14
ZUZA	14
ZUZANA	14
AMAKA	13
AMAL	13
ANABELA	13
ANALIA	13
ASTRIDA	13
AURÉLIE	13
BAZYLIA	13
BENIAMINA	13
BOGUMILA	13
CARLOTTA	13
CEREN	13
CHAJA	13
CRISTINE	13
CZESŁAWA KAZIMIERA	13
DESPINA	13
DIMITRA	13
DUNG	13
EDA	13
ELIN	13
ELKE	13
EUDOKIA	13
EUDOKSJA	13
EUSTACHIA	13
FABIA	13
FLEUR	13
GOSŁAWA	13
ILIEVA	13
IMGARDA	13
INÊS	13
IRENA MARIA	13
IRÈNE	13
IRYNA	13
JAROMIRA	13
JOLANTHE	13
JOSÉPHINE	13
JOSETTE	13
KALIKSTA	13
KASJA	13
KSAWERYNA	13
LATIFA	13
LIDWINA	13
LILITH	13
LOIS	13
LORE	13
MAIJA	13
MAKSYMA	13
MALVINA	13
MARCINA	13
MARIA GRAŻYNA	13
MARIA KAZIMIERA	13
MARICA	13
MARTHE	13
MATEA	13
MELANI	13
MICHEL	13
MŚCISŁAWA	13
NADIN	13
NAZ	13
NGỌC	13
NOELA	13
NURIA	13
OANH	13
POPPY	13
QUYNH	13
RACHAEL	13
RENARDA	13
ROBYN	13
ROISIN	13
RUMENOVA	13
SEDA	13
SILVINA	13
STOYANOVA	13
TANYA	13
TERESE	13
THỊ	13
ULRIKA	13
VALENTYNA	13
WENUS	13
YEHUDIT	13
YEN	13
ZAINAB	13
ŻANET	13
ADRIENNE	12
AFRA	12
ALYSSA	12
AMEL	12
ANABELLE	12
ANTONIETTA	12
ARABELLA	12
ARETTA	12
ASENATA	12
AURA	12
AYŞE	12
BRACHA	12
BREGIDA	12
BRUNONA	12
CANSU	12
CHRISTELLE	12
COCO	12
CONCETTA	12
DEE	12
DEL PILAR	12
DELPHINE	12
DERYA	12
EDNA	12
EMILOVA	12
ERMINA	12
ESMA	12
EURELIA	12
FRANCESKA	12
GALIA	12
GENIA	12
GEORGINIA	12
GIUSEPPINA	12
HANNELE	12
HEROMINA	12
HUI	12
IBRAHIM	12
IVETTE	12
IZASŁAWA	12
JAZMIN	12
JOLETTA	12
KAIA	12
KALA	12
KARINE	12
KARMENA	12
KATARIINA	12
KATHRINE	12
KEIRA	12
KIMBERLEY	12
KIRAN	12
KOLETTA	12
LAVINIA	12
LIESELOTTE	12
LIN	12
LISBETH	12
LUCYLIA	12
LY	12
LYNETTE	12
MAKSYMILIA	12
MALAIKA	12
MARCELLE	12
MARCIANNA	12
MARIA ALEKSANDRA	12
MARIA LUDWIKA	12
MARII	12
MARYJA	12
MASZA	12
MELINA	12
MELIS	12
MIMI	12
MITKOVA	12
MOHAMMAD	12
MORGANA	12
NATACHA	12
NICHOLE	12
ODA	12
ODILE	12
OJCUMIŁA	12
OLAMIDE	12
ORIONA	12
POLONIA	12
PRAKASH	12
RAJESH	12
RENIA	12
RENISŁAWA	12
RITTA	12
ROSARIA	12
ROŚCISŁAWA	12
RUDOLFINA	12
SALOME	12
SANDY	12
SIENNA	12
SINÉAD	12
STEPHANIA	12
TALITA	12
TAMIRA	12
TAYLOR	12
TESS	12
UNISŁAWA	12
VENESSA	12
VIVIANE	12
WALLY	12
WIARA	12
WIOSNA	12
ADI	11
ÁGNES	11
AJSZA	11
ALIEVA	11
ANDRÉE	11
ANDREINA	11
ANNE MARIE	11
ARYA	11
ASTA	11
AYESHA	11
AYOMIDE	11
BEA	11
BEATRICZE	11
BENEDYKTYNA	11
BERENICE	11
BERENIKE	11
BONNIE	11
CECILIE	11
CHARLOTA	11
CLARISSA	11
CONSTANZE	11
CORINNA	11
CZESLAWA	11
DANIEL	11
DAYANA	11
DEFNE	11
DROGOSŁAWA	11
DUONG	11
ECEM	11
EWITA	11
FRANCZESKA	11
GILDA	11
GISELE	11
GIZEM	11
HALIMA	11
HANELORA	11
HAYDEE	11
HENIA	11
HUSSAIN	11
HWA	11
INGEBURG	11
INNOCENTA	11
ISOBEL	11
IVANKA	11
JACKIE	11
JADWIGA TERESA	11
JOLIE	11
JUDIT	11
KAROLIINA	11
KAYE	11
KHRYSTYNA	11
LARYSSA	11
LIESBETH	11
LIZ	11
LOREDANA	11
LUCIENNE	11
MADGALENA	11
MAGADALENA	11
MAGADLENA	11
MARIA FRANCISZKA	11
MEDARDA	11
MISZEL	11
MORGAN	11
NAIMA	11
NANA	11
NAWOJA	11
NOËLLE	11
OGECHI	11
OK	11
PATRÍCIA	11
PHOEBE	11
PIOTRA	11
PLAMENOVA	11
RAHEL	11
RANIA	11
RIM	11
ROZITA	11
SALI	11
SASZA	11
SHIRA	11
SIEGLINDE	11
SU	11
SULTAN	11
SULTANA	11
TANJA	11
TIMEA	11
VANDA	11
WENECJA	11
WILHELMA	11
ZDZISŁAWA KAZIMIERA	11
ZENAIDA	11
ZYGRYDA	11
ABIGAJL	10
ADAMA	10
ADAOBI	10
ADELGUNDA	10
AGA	10
AGNÈS	10
AISLING	10
AKUA	10
ALISHA	10
ANASTASIIA	10
ANDREE	10
ANNA BARBARA	10
ARABELA	10
ARIANE	10
ARIEL	10
ASSUNTA	10
AZIZA	10
BEATRYCA	10
BEYZA	10
BLANCHE	10
BOGUMIŁA KAZIMIERA	10
BORZYSŁAWA	10
CAITLIN	10
CARMEL	10
CATHRINE	10
CHIDERA	10
CLOE	10
CRYSTAL	10
CYPRIANA	10
DILAN	10
DIONIZJA	10
DOREEN	10
DORINA	10
EDELGARDA	10
EDELTRAUTA	10
EDELTRUDA	10
ELLY	10
ELOISE	10
FLORINA	10
FRANCE	10
GAYLE	10
GIANNA	10
HALINA MARIA	10
IONA	10
IREM	10
IRYS	10
IZABELL	10
JAN	10
JOANN	10
JÓZEFATA	10
KAMELA	10
KÄTHE	10
KHADIJA	10
KORDELIA	10
KRUSZYNA	10
KÜBRA	10
KYLIE	10
LAMBERTA	10
LEENA	10
LILJANA	10
LIZETTA	10
LOREN	10
LUBOW	10
LÚCIA	10
LUDMIRA	10
MAŁGORZATA KAZIMIERA	10
MANOJ	10
MARGRET	10
MARIA BOŻENA	10
MARIA STEFANIA	10
MARJA	10
MARJATTA	10
MARJORIE	10
MARLEEN	10
MARLEN	10
MARTINOVA	10
MELIKE	10
MICHAEL	10
MIHAYLOVA	10
MIRKA	10
MOIRA	10
MURIEL	10
NATHALIA	10
NIKOLOVA	10
NORMA	10
OLENKA	10
OLESŁAWA	10
OLHA	10
OLSZYNA	10
ORNELLA	10
PRISCILA	10
PRZYBYSŁAWA	10
REBEKKA	10
RYWKA	10
SABBA	10
SANTA	10
SAVANNAH	10
SENDI	10
SHANTI	10
SIDONIA	10
SIMA	10
SINGH	10
SONYA	10
STEFANOVA	10
SYBILIA	10
TAM	10
TONI	10
TRUDA	10
ULIANA	10
ULLA	10
VANINA	10
VASILIKI	10
VITA	10
WENANTA	10
WENESSA	10
WINIFRED	10
WITALIA	10
XIMENA	10
YANINA	10
YANKOVA	10
YOLANTA	10
ZEHRA	10
ZSÓFIA	10
ADEOLA	9
ALEKSANDRA MARIA	9
ALIYAH	9
ALIZA	9
AMBROZJA	9
ANAÏS	9
ANDREIA	9
ANDZELIKA	9
ANGELES	9
ANGÉLIQUE	9
ANISA	9
ARIETTA	9
ARIKA	9
ARISA	9
ARWEN	9
ARWENA	9
ASHANTI	9
ASLI	9
ASTRA	9
ASYA	9
ATIENO	9
AVRIL	9
AWA	9
AYELEN	9
BANU	9
BÄRBEL	9
BELA	9
BERNADYTA	9
BERNICE	9
BLESSING	9
BOGUSLAWA	9
BRITT	9
BRONISŁAWA KAZIMIERA	9
BRUNA	9
BURCU	9
CÄCILIE	9
CATHARINE	9
CATHY	9
CHANTEL	9
CHARLIE	9
CLEO	9
COLETT	9
CONCEPCION	9
CSILLA	9
DAMLA	9
DEEPAK	9
DEMETRIA	9
DÉSIRÉE	9
DESTINY	9
DOMENICA	9
DOMINKA	9
DZIERŻYSŁAWA	9
ELFREDA	9
ELISABETA	9
ELIZABETA	9
ELPIDA	9
EMILLY	9
EMIRA	9
EMMANUELA	9
ERAZMA	9
ESME	9
EVIE	9
EVITA	9
EZGI	9
FATOU	9
FOTINI	9
GAMZE	9
GAUDENCJA	9
GAYA	9
GEORGETA	9
GIOIA	9
GREGORIA	9
HAN	9
HARPER	9
HASMIK	9
HATICE	9
HAYLEY	9
HENDRIKA	9
HILDE	9
HUGUETTE	9
HYGINA	9
ILARIA	9
INÈS	9
IOANNA	9
JAGA	9
JAKUBINA	9
JEANINE	9
JEONG	9
JOHANNE	9
JOWANKA	9
KARIOKA	9
KASSANDRA	9
KENZA	9
KHANH	9
KONSTANTINA	9
LAURENTYNA	9
LIJA	9
LOVE	9
LOVISA	9
LUBOSŁAWA	9
ŁUCJANNA	9
MACARENA	9
MACIEJKA	9
MADALENA	9
MAEVE	9
MANON	9
MARGAUX	9
MARIA URSZULA	9
MARIA WANDA	9
MARIAH	9
MARILYN	9
MARITTA	9
MARIZA	9
MARYNIKA	9
MAURYCJA	9
MÉLANIE	9
MICHAELLE	9
MICHELL	9
MIRABELLA	9
MIRENA	9
MIRIA	9
MIRYAM	9
NGAN	9
NOUR	9
ODONA	9
OLEŃKA	9
ORCHIDEA	9
PANDORA	9
PAZ	9
PRINCESS	9
RADHIKA	9
RAFFAELLA	9
REGINE	9
ROMANNA	9
ROZETA	9
RÓZA	9
RÓŻAMARIA	9
SANA	9
SANTINA	9
SEMIRA	9
SEWERA	9
SIGRIDA	9
SINIKKA	9
SOFIIA	9
STEPHANY	9
SVETOSLAVOVA	9
SWIETLANA	9
SYLENA	9
SZANEL	9
TARIRO	9
TATIANNA	9
TIZIANA	9
TOMISŁAWA	9
TRINITY	9
TSAMBIKA	9
TUULIKKI	9
UMA	9
VALENTINOVA	9
VALÉRIE	9
VASILEVA	9
VENUS	9
VICKY	9
WENEDA	9
WIECZYSŁAWA	9
YOLANDE	9
ZENA	9
ZOË	9
ZULA	9
AFRODITI	8
ALEKSANDROVA	8
ALEXSANDRA	8
ALLEGRA	8
AMATA	8
ANANDA	8
ANASTASIJA	8
ANDRZELA	8
ANELIZA	8
ANETKA	8
ANGIELA	8
ANITTA	8
ANNI	8
ANN-MARIE	8
ANTONIETA	8
ARANKA	8
ASTRIT	8
AUGUSTE	8
AZRA	8
BARBARA KRYSTYNA	8
BEDA	8
BERTHA	8
BRUNHILDE	8
BÜŞRA	8
CARLOTA	8
CHAVA	8
CHEYENNE	8
CHINASA	8
CHINENYE	8
CYCYLIA	8
DAN	8
DANUTA MARIA	8
DARLENA	8
DÉBORA	8
DOLMA	8
DONA	8
DOROTEA	8
DOROTHEE	8
DZESIKA	8
EDEN	8
EDIT	8
ELECTRA	8
ELSBETH	8
EMANUELLA	8
EMESE	8
EUGENIE	8
EWALDA	8
EZGİ	8
FAJGA	8
FELISA	8
FIORELLA	8
FRANCISKA	8
GABI	8
GALA	8
GERLINDA	8
GERMAINE	8
GITLA	8
GRAŻYNA MARIA	8
GRZESŁAWA	8
HAZAL	8
HERMIONA	8
HILA	8
HIPOLITA	8
HONORA	8
HƯƠNG	8
IFIGENIA	8
IGNACA	8
INGRYD	8
ISMET	8
IULIA	8
IWANKA	8
IZIS	8
JANICE	8
JARYNA	8
JEANETTA	8
JELENA	8
JEMIMA	8
JESUS	8
JIMENA	8
JOACHIMA	8
JOELLE	8
JORDAN	8
JOSEPHIN	8
KAMAL	8
KARMELITA	8
KATARZYNA MARIA	8
KIRSTEN	8
KONSTANCIA	8
KRYSIA	8
KRYSTYNA ZOFIA	8
KRZYSIA	8
KSENA	8
LATOJA	8
LIISA	8
LIZELOTA	8
LIZETH	8
LOREEN	8
LORIN	8
LUCE	8
LUIZE	8
LULU	8
MACKENZIE	8
MALIN	8
MARCYNA	8
MAREN	8
MARGALIT	8
MARGO	8
MARIA HALINA	8
MARIA KATARZYNA	8
MARIANE	8
MARIETTE	8
MARISOL	8
MARISSA	8
MARKIZA	8
MARLETA	8
MARYA	8
MAUD	8
MAŻENNA	8
MELA	8
MELODIA	8
MIJAL	8
MILIANA	8
MILLIE	8
MIŁOCHNA	8
NADIEŻDA	8
NASTASIA	8
NATASCHA	8
NGUYEN	8
NILA	8
NISA	8
NNENNA	8
NOOR	8
NOREEN	8
OLIVE	8
OLUWAKEMI	8
OR	8
OZANNA	8
PANAJOTA	8
PARASKIEWIA	8
PAULE	8
PHƯƠNG	8
PRECIOUS	8
PULCHERIA	8
RAJENDRA	8
RAVINDRA	8
RIHANNA	8
RODICA	8
ROKSOLANA	8
ROMY	8
RONJA	8
RUBINA	8
SADIE	8
SAKINA	8
SALIMA	8
SAMIR	8
SAWANA	8
SEVGI	8
SILWANA	8
SIMON	8
SKARLET	8
SONITA	8
SORAJA	8
STAFANIA	8
STANISŁAWA MARIA	8
SURESH	8
SUZANA	8
ŚNIEŻANA	8
ŚWIATOSŁAWA	8
TEA	8
TEMITOPE	8
TERENIA	8
TIA	8
TODOROVA	8
TOMIŁA	8
TRACY	8
TRAM	8
TRAUTE	8
TULIA	8
ULANA	8
UNA	8
UYEN	8
WALTRAND	8
WITALISA	8
WŁODZIMIRA	8
WŁODZISŁAWA	8
WON	8
XENA	8
YANG	8
YING	8
YOSEFA	8
ZELIA	8
ZLATA	8
ZOÉ	8
ABDULLAH	7
AHMAD	7
AILIN	7
AINHOA	7
AKWILINA	7
ALESIA	7
ALEYNA	7
ALIYA	7
ALMIRA	7
AMANI	7
AMRITA	7
ANDRÉA	7
ANDRONIKA	7
ANGELINE	7
ANICENTA	7
ANISSA	7
ANNELIES	7
ANNELISE	7
ANTONIE	7
APOLINARA	7
ARIELLE	7
ARINA	7
ARZU	7
ASHA	7
BABETTE	7
BAHAR	7
BEGÜM	7
BERFIN	7
BERNADKA	7
BERNATKA	7
BETYNA	7
BIBI	7
BIBLIANNA	7
BIRGIT	7
BOGUSIA	7
BORZENNA	7
BRITTA	7
BRYGITTA	7
CARINE	7
CARYS	7
CASANDRA	7
CATTLEYA	7
CHIDIMMA	7
CLÉMENCE	7
CZEKINA	7
DAKOTA	7
DANIELE	7
DANINA	7
DARA	7
DE LOS ANGELES	7
DEMIROVA	7
DEZYDERIA	7
DOBROGNIEWA	7
DORIT	7
DOROTA MARIA	7
DROGOMIRA	7
EKSPEDYTA	7
ELISSA	7
ELLE	7
ELLENA	7
ELSTERA	7
EMILI	7
EMILIANNA	7
ENYA	7
ÉVA	7
EVANGELINE	7
EVELIN	7
EVIN	7
FANI	7
FEDERICA	7
FLORENTINE	7
FRANKA	7
GEMA	7
GENEVIÈVE	7
GERTRUDE	7
GIORGIA	7
GORETA	7
GRAZIELLA	7
GWEN	7
HANNA MARIA	7
HÉLÉNA	7
HELENA MARIA	7
HÉLÉNE	7
HELIN	7
HILARA	7
HỒNG	7
HORTENZJA	7
HULDA	7
ILEANA	7
IMISŁAWA	7
INNA	7
ISADORA	7
IVA	7
IVAYLOVA	7
IVETTA	7
IWANNA	7
IZABELLE	7
JAEL	7
JAMES	7
JANNA	7
JESICCA	7
JILL	7
JOCELYN	7
JOLENE	7
JORDANA	7
JOVITA	7
JÓZEF	7
JU	7
JUTRZENKA	7
KALUDIA	7
KASJOPEA	7
KATALEYA	7
KATALINA	7
KEMI	7
KHALIFA	7
KHAN	7
KIRILOVA	7
KONKORDIA	7
KOSTKA	7
KRESCENCJA	7
LAGERTHA	7
LATOYA	7
LAURETA	7
LAXMI	7
LETOSŁAWA	7
LILIOZA	7
LILLIA	7
LILU	7
LINDSAY	7
LUCIJA	7
LUCILA	7
LUCILE	7
LUCYLA	7
LUSIA	7
LYUDMILOVA	7
MAGALENA	7
MAGALÍ	7
MAGORZATA	7
MAKSYMILIANNA	7
MALAK	7
MALCA	7
MARETTA	7
MARGARETH	7
MARGARITTA	7
MARIA BOGUMIŁA	7
MARIA CZESŁAWA	7
MARIA JOANNA	7
MARIA RÓŻA	7
MARIANN	7
MARIE ANNE	7
MARIEKE	7
MARIE-LOUISE	7
MARINELA	7
MARINOVA	7
MARLIS	7
MAŻENA	7
MEA	7
MEREDITH	7
MERI	7
MICHALDA	7
MICHELINE	7
MIŁKA	7
MISZELA	7
MORGANE	7
MYA	7
NARIN	7
NAZARETH	7
NEILA	7
NIEVES	7
NIJOLA	7
NIKANDRA	7
NJERI	7
NOÉMIE	7
NORBERTYNA	7
OKTAVIA	7
ONYINYE	7
POLINA	7
QUYEN	7
RADHA	7
RADOMIRA	7
RAFAŁA	7
RAJESHKUMAR	7
RAMESHBHAI	7
RANA	7
RAPHAELA	7
REY	7
ROBIN	7
ROCHELLE	7
ROKSANNA	7
ROSINA	7
ROSSANA	7
ROSWITHA	7
ROXANNA	7
ROZYNA	7
RÓŹA	7
RUBI	7
RUVIMBO	7
SAFIRA	7
SAHRA	7
SAMIA	7
SANDEEP	7
SARAI	7
SARBINA	7
SARITA	7
SHELLY	7
SHOSHANA	7
SHULAMIT	7
SIMEONOVA	7
SITA	7
SLAVOVA	7
SOBIESŁAWA	7
SOON	7
STEFANIA MARIA	7
SURI	7
ŚNIEGA	7
TELESFORA	7
TERESA EWA	7
THẢO	7
TÜNDE	7
UCHECHI	7
URSZULA MARIA	7
UTE	7
VALESKA	7
VANANH	7
VIENNA	7
VIORICA	7
VLADIMIROVA	7
WALTRUDA	7
WENANCJA	7
WHITNEY	7
WIĘCZYSŁAWA	7
WIOLLETA	7
WIRDŻINIA	7
WISENNA	7
WSZEMIŁA	7
XUAN	7
YAĞMUR	7
YAMINA	7
YẾN	7
YEON	7
YOKO	7
YONA	7
ZANETA	7
ZARINA	7
ZDRAVKOVA	7
ZELDA	7
ZOFIA TERESA	7
ŻENATA	7
ABDUL	6
ABDULLAH A	6
ABENA	6
ACHIENG	6
ADRIENN	6
AGNÉS	6
AGNESE	6
AILEN	6
AKOSUA	6
AKTER	6
ALARA	6
ALEKOVA	6
ALEKSIEVA	6
ALEKSNDRA	6
ALI A	6
ALIANA	6
ALISSA	6
AŁŁA	6
AMALIE	6
AMELKA	6
AMINATA	6
AMPARO	6
ANGELE	6
ANGELLA	6
ANNA JANINA	6
ANNA ZOFIA	6
ANNEKE	6
ANNETA	6
ANSTAZJA	6
ANTJE	6
ANTONINA MARIA	6
ARIETA	6
ARLETTE	6
ARMELA	6
ASENA	6
ASHOK	6
ASUNCION	6
AUDE	6
AURELIE	6
AURIKA	6
AYLEN	6
AYU	6
BARBARA ELŻBIETA	6
BATIA	6
BATOOL	6
BÉATRICE	6
BEGUM	6
BELL	6
BENEDETTA	6
BENIGDA	6
BETHANY	6
BICH	6
BINH	6
BLUE	6
BLUMA	6
BOGDANNA	6
BOLA	6
BOŻANNA	6
BRIGID	6
CAN	6
CASEY	6
CATHLEEN	6
CATRIN	6
CEYDA	6
CHERUBINA	6
CHERYL	6
CHRISTIE	6
CLÉMENTINE	6
CLEOPATRA	6
CLOTILDE	6
COLLETTE	6
CONSUELO	6
CORALIE	6
CORDELIA	6
COROMOTO	6
COURTNEY	6
DANAI	6
DANUTA ZOFIA	6
DARLENE	6
DE LOURDES	6
DIEP	6
DILEK	6
DITA	6
DOBRONIEGA	6
DYMITRA	6
DŻENIFER	6
EIRINI	6
ELEN	6
ELEONOR	6
ELMA	6
ELŻBIETA TERESA	6
EMEL	6
EMILJA	6
EMMANUELLA	6
ESI	6
ESZTER	6
FANTA	6
FATOUMATA	6
FIDELISA	6
FLOR	6
FLORIA	6
FLORICA	6
FOLASADE	6
FORTUNA	6
FRANCISCO	6
FUNMILAYO	6
GALINOVA	6
GAY	6
GIERTRUDA	6
GILA	6
GILLIAN	6
GIRMA	6
GIULIETTA	6
GIUSY	6
GÖZDE	6
HALINKA	6
HASANOVA	6
HEIKE	6
HELANA	6
HELENKA	6
HERMINE	6
HINDA	6
HISHAM	6
HOÀI	6
HUE	6
ILSA	6
IMOGENA	6
INDIANA	6
INESA	6
IONELA	6
IRA	6
IRKA	6
ISKRA	6
IVETA	6
IWONIA	6
IZYTA	6
JACOBA	6
JADWIGA BARBARA	6
JAGUSŁAWA	6
JAMIE	6
JANETH	6
JANINA ZOFIA	6
JASSICA	6
JIE	6
JING	6
JOANNA MARIA	6
JOËLLE	6
JOLENTYNA	6
JONATA	6
JOVANKA	6
JÓZEFA MARIA	6
JUANITA	6
JUDY	6
JUNONA	6
JURANDA	6
KARA	6
KARMINA	6
KAYLEE	6
KEIKO	6
KHALED	6
KOLEVA	6
KONSTANZE	6
KOSMA	6
KRISHNA	6
KRYSTIANNA	6
KRYSTYNA JÓZEFA	6
KRZESŁAWA	6
KSAWERIA	6
LAJA	6
LAURETTA	6
LE	6
LEJA	6
LENE	6
LENKA	6
LEONI	6
LIBERATA	6
LILIANNE	6
LILJANNA	6
LILKA	6
LILLIANA	6
LIZYSTRATA	6
LORNA	6
LUCINDA	6
LUPITA	6
LUSI	6
ŁAJA	6
ŁARISA	6
MADINA	6
MAEBH	6
MAGDALÉNA	6
MAGDALENA MARIA	6
MAKSIMA	6
MALIA	6
MAMERTA	6
MARGRETHE	6
MARIA BRONISŁAWA	6
MARIA GABRIELA	6
MARIA LUIZA	6
MARIE-ANNE	6
MARIELLA	6
MARIEM	6
MARILENA	6
MARIS	6
MARYTA	6
MEDEA	6
MELITTA	6
MERIAM	6
MILDA	6
MILLY	6
MIRTHA	6
MONSERRAT	6
MORENA	6
MUSTAFA	6
NAILA	6
NAINA	6
NARINE	6
NECHAMA	6
NEFELI	6
NKECHI	6
NORAH	6
NURIT	6
OCEANE	6
OLCHA	6
OLESIA	6
ORINA	6
ORIT	6
ORLENA	6
OTYLLA	6
OXANA	6
ÖZLEM	6
ÓSK	6
PATRICE	6
PHILIPPA	6
PHILOMENA	6
PIERRETTE	6
PRAKSYDA	6
PRISCA	6
RAJA	6
RALUCA	6
RAY	6
RIA	6
ROOS	6
ROSALIND	6
ROSŁAWA	6
ROZANETA	6
RÓŻA MARIA	6
RÓŻANNA	6
RUMBIDZAI	6
RUTENDO	6
SABRYNA	6
SAFIA	6
SAI	6
SALOMÉ	6
SANJAY	6
SARI	6
SAROLTA	6
SASHEVA	6
SAWERA	6
SENEM	6
SERRA	6
SEVIM	6
SHAKIRA	6
SHLOMIT	6
SIEGRID	6
SIMHA	6
SIMRAN	6
SINDI	6
STACEY	6
STANISLAVOVA	6
SUDE	6
SUK	6
SUNDARI	6
SUNSHINE	6
SUSANNAH	6
SUZI	6
SVETLANA	6
SYLWERIA	6
TABITA	6
TADESSE	6
TEAGAN	6
TERESA BARBARA	6
TERESA ELŻBIETA	6
TERESA ZOFIA	6
TEREZINHA	6
TERSA	6
THERES	6
THÉRÉSE	6
TING	6
TITILAYO	6
TOLISŁAWA	6
TRAUDA	6
TUYET	6
ULRIKE	6
VERED	6
VERONA	6
VI	6
VIERA	6
VIVIANNE	6
VLADIMIROVNA	6
WALERIANNA	6
WALKIRIA	6
WALLI	6
WAMBUI	6
WANDA JANINA	6
WANJIRU	6
WASILIKI	6
WENATA	6
WIEROSŁAWA	6
WIKTORIA MARIA	6
WINCENCJA	6
WINONA	6
WIRA	6
WIWIEN	6
YAGODA	6
YAN	6
YASMEEN	6
YU	6
YULIA	6
YULIIA	6
ZAHIRA	6
ZBISŁAWA	6
ZHIVKOVA	6
ZILAN	6
ZIUTA	6
ZOEY	6
ZORA	6
ŻENIA	6
ABIMBOLA	5
ABIOLA	5
ADENIKE	5
ADINA	5
ADWOA	5
AGATE	5
AGNIESZKA MARIA	5
AHMED A	5
AHUVA	5
AIMÉE	5
AINE	5
AKINYI	5
ALDINOVA	5
ALICJA MARIA	5
ALLA	5
ALONA	5
AMANDINE	5
AMARANTA	5
AMBRE	5
AMNA	5
ANASTACIA	5
ANAT	5
ANAYA	5
ANDZIA	5
ANELIA	5
ANJALI	5
ANKA	5
ANNA KATARZYNA	5
ANNA KRYSTYNA	5
ANNAMARIE	5
ANNELIESA	5
ANNETTA	5
ANNIKKI	5
ANWAR	5
ANYANGO	5
ANZELMINA	5
APOLINA	5
ARGENTINA	5
ARMINE	5
ARSHAD	5
AUGUSTINA	5
AYSHA	5
BAO	5
BASSEM	5
BATYA	5
BENJAMINA	5
BERNA	5
BERNADETT	5
BERYL	5
BÍCH	5
BŁAŻENA	5
BONITA	5
BORZYNA	5
BRITTANY	5
BROOK	5
BROOKLYN	5
BUKET	5
BUSE	5
ÇAĞLA	5
CALISTA	5
CAMERON	5
CANDELA	5
CANDY	5
CATRIONA	5
CECILY	5
CEMILE	5
CEMRE	5
CEYLAN	5
CHANELL	5
CHANNEL	5
CHARLINE	5
CHERIE	5
CHIKA	5
CHING	5
CHINWE	5
CHINWENDU	5
CHRISTY	5
CHRYSTYNA	5
CIRI	5
CLARISSE	5
CLELIA	5
CLEMENCE	5
CONCHITA	5
CONSUELA	5
COSIMA	5
