territorial_id	values	powiats	area_ha	area_km2	weights	pop_per_km2	area_rank	pop_rank
141215 1	Sulejówek	Miński	1931	19	19951	1033	303	217
143005 4	Szydłowiec	Szydłowiecki	2189	22	11557	528	260	362
141806 4	Tarczyn	Piaseczyński	523	5	4150	793	717	632
143411 4	Tłuszcz	Wołomiński	791	8	8167	1032	621	450
140611 4	Warka	Grójecki	2677	27	11926	445	209	355
146501 1	Warszawa	Warszawa	51724	517	1794166	3469	1	1
143301 1	Węgrów	Węgrowski	3551	36	12452	351	139	342
143805 4	Wiskitki	Żyrardowski	661	7	1347	204	672	910
143412 4	Wołomin	Wołomiński	1724	17	36848	2137	342	124
143505 4	Wyszków	Wyszkowski	2078	21	26980	1298	275	162
141915 4	Wyszogród	Płocki	1297	13	2569	198	454	775
140106 4	Wyśmierzyce	Białobrzeski	1684	17	896	53	354	926
141406 4	Zakroczym	Nowodworski	1997	20	3149	158	293	710
143403 1	Ząbki	Wołomiński	1098	11	38546	3511	514	113
143404 1	Zielonka	Wołomiński	7948	79	17486	220	52	251
143605 4	Zwoleń	Zwoleński	1591	16	7660	481	374	459
140314 4	Żelechów	Garwoliński	1213	12	3895	321	481	650
143706 4	Żuromin	Żuromiński	1118	11	8756	783	509	435
143801 1	Żyrardów	Żyrardowski	1435	14	39550	2756	414	111
160201 4	Baborów	Głubczycki	1186	12	2861	241	488	747
161001 4	Biała	Prudnicki	1472	15	2390	162	405	802
160101 1	Brzeg	Brzeski	1461	15	35226	2411	409	130
160401 4	Byczyna	Kluczborski	579	6	3532	610	697	686
160801 4	Dobrodzień	Oleski	1953	19	3665	188	300	669
161002 4	Głogówek	Prudnicki	2206	22	5563	252	257	550
160203 4	Głubczyce	Głubczycki	1254	13	12441	992	466	343
160701 4	Głuchołazy	Nyski	683	6	13388	1960	665	330
160501 4	Gogolin	Krapkowicki	2035	21	6765	332	283	487
160802 4	Gorzów Śląski	Oleski	1854	19	2439	132	316	793
160103 4	Grodków	Brzeski	988	9	8501	860	554	444
160301 1	Kędzierzyn-Koźle	Kędzierzyńsko-kozielski	12371	124	60021	485	22	71
160204 4	Kietrz	Głubczycki	1874	19	5874	313	312	529
160402 4	Kluczbork	Kluczborski	1235	12	23254	1883	475	185
161103 4	Kolonowskie	Strzelecki	5570	56	3296	59	78	700
160703 4	Korfantów	Nyski	1023	10	1771	173	541	874
160502 4	Krapkowice	Krapkowicki	2101	21	15962	760	271	280
161104 4	Leśnica	Strzelecki	1450	15	2564	177	410	776
160104 4	Lewin Brzeski	Brzeski	1164	12	5696	489	494	542
160602 4	Namysłów	Namysłowski	2261	23	16622	735	246	271
160907 4	Niemodlin	Opolski	1311	13	6223	475	450	514
160705 4	Nysa	Nyski	2751	28	43356	1576	198	102
160803 4	Olesno	Oleski	1508	15	9353	620	392	418
166101 1	Opole	Opole	14888	149	127839	859	15	27
160706 4	Otmuchów	Nyski	4954	50	6474	131	84	502
160908 4	Ozimek	Opolski	325	3	8480	2609	789	445
160707 4	Paczków	Nyski	660	7	7366	1116	673	471
160804 4	Praszka	Oleski	935	9	7515	804	572	464
160910 4	Prószków	Opolski	1622	16	2561	158	367	777
161004 4	Prudnik	Prudnicki	2050	20	20671	1008	280	213
161105 4	Strzelce Opolskie	Strzelecki	2997	30	17657	589	180	249
160912 4	Tułowice	Opolski	923	9	4026	436	575	640
161106 4	Ujazd	Strzelecki	1476	15	1734	117	403	878
160404 4	Wołczyn	Kluczborski	747	7	5787	775	640	534
161107 4	Zawadzkie	Strzelecki	1646	16	7032	427	363	478
160505 4	Zdzieszowice	Krapkowicki	1235	12	11246	911	475	366
182001 4	Baranów Sandomierski	Tarnobrzeski	915	9	1430	156	579	902
181602 4	Błażowa	Rzeszowski	423	4	2148	508	758	829
181603 4	Boguchwała	Rzeszowski	911	8	6140	674	580	516
180302 4	Brzostek	Dębicki	876	9	2749	314	589	758
180201 4	Brzozów	Brzozowski	1146	11	7425	648	502	468
180902 4	Cieszanów	Lubaczowski	1506	15	1922	128	394	855
180301 1	Dębica	Dębicki	3383	34	45189	1336	149	98
181302 4	Dubiecko	Przemyski	239	2	866	362	804	927
180702 4	Dukla	Krośnieński	548	5	2044	373	705	845
181601 1	Dynów	Rzeszowski	2455	25	6063	247	227	520
181606 4	Głogów Małopolski	Rzeszowski	3820	38	9800	257	118	406
180703 4	Iwonicz-Zdrój	Krośnieński	589	6	1742	296	694	877
180401 1	Jarosław	Jarosławski	3461	35	37073	1071	144	120
180501 1	Jasło	Jasielski	3652	37	34542	946	132	133
180704 4	Jedlicze	Krośnieński	1060	11	5658	534	529	543
181405 4	Kańczuga	Przeworski	760	8	3131	412	633	715
180602 4	Kolbuszowa	Kolbuszowski	798	8	8922	1118	618	429
180505 4	Kołaczyce	Jasielski	715	7	1427	200	652	903
186101 1	Krosno	Krosno	4472	45	45948	1027	97	96
182103 4	Lesko	Leski	1533	15	5406	353	387	559
180801 1	Leżajsk	Leżajski	2058	21	13585	660	278	322
180901 1	Lubaczów	Lubaczowski	2573	26	11830	460	216	357
181001 1	Łańcut	Łańcucki	1942	19	17675	910	302	246
181101 1	Mielec	Mielecki	4689	47	60075	1281	92	70
180905 4	Narol	Lubaczowski	1242	12	2040	164	469	846
181205 4	Nisko	Niżański	6096	61	15193	249	71	293
182004 4	Nowa Dęba	Tarnobrzeski	1670	17	11006	659	359	377
180805 4	Nowa Sarzyna	Leżajski	915	9	5740	627	579	539
180906 4	Oleszyce	Lubaczowski	508	5	2948	580	721	733
180306 4	Pilzno	Dębicki	1604	16	4958	309	372	579
180407 4	Pruchnik	Jarosławski	1990	20	3740	188	294	661
181107 4	Przecław	Mielecki	1604	16	1788	111	372	871
186201 1	Przemyśl	Przemyśl	4617	46	59779	1295	95	72
181401 1	Przeworsk	Przeworski	2213	22	15105	683	255	295
181108 4	Radomyśl Wielki	Mielecki	879	9	3225	367	588	702
180402 1	Radymno	Jarosławski	1362	14	5214	383	431	566
181503 4	Ropczyce	Ropczycko-sędziszowski	4710	47	15864	337	91	283
181206 4	Rudnik nad Sanem	Niżański	3660	37	6677	182	131	490
180708 4	Rymanów	Krośnieński	1239	12	3774	305	472	658
186301 1	Rzeszów	Rzeszów	12901	129	197863	1534	20	16
181701 1	Sanok	Sanocki	3808	38	36999	972	120	122
181504 4	Sędziszów Małopolski	Ropczycko-sędziszowski	3699	37	12415	336	127	345
181407 4	Sieniawa	Przeworski	674	7	2132	316	667	832
181611 4	Sokołów Małopolski	Rzeszowski	1554	16	4210	271	382	628
181801 1	Stalowa Wola	Stalowowolski	8252	83	59623	723	45	73
181904 4	Strzyżów	Strzyżowski	1389	14	8781	632	424	434
186401 1	Tarnobrzeg	Tarnobrzeg	8540	85	46360	543	37	94
181614 4	Tyczyn	Rzeszowski	967	9	3983	412	562	642
181207 4	Ulanów	Niżański	820	8	1427	174	612	903
180108 4	Ustrzyki Dolne	Bieszczadzki	1679	17	8917	531	356	430
181707 4	Zagórz	Sanocki	2229	22	5093	228	252	572
181805 4	Zaklików	Stalowowolski	1142	11	2954	259	503	732
200101 1	Augustów	Augustowski	8090	81	29946	370	48	150
206101 1	Białystok	Białystok	10213	102	296958	2908	30	10
200301 1	Bielsk Podlaski	Bielski	2701	27	25044	927	206	176
200302 1	Brańsk	Bielski	3243	32	3694	114	161	665
200201 4	Choroszcz	Białostocki	1679	17	5926	353	356	526
201302 4	Ciechanowiec	Wysokomazowiecki	1953	20	4587	235	300	590
200202 4	Czarna Białostocka	Białostocki	1428	14	9198	644	417	423
201303 4	Czyżew	Wysokomazowiecki	523	5	2646	506	717	769
201101 4	Dąbrowa Białostocka	Sokólski	2264	23	5402	239	245	560
201002 4	Drohiczyn	Siemiatycki	1569	16	1932	123	379	853
200801 4	Goniądz	Moniecki	428	4	1819	425	757	868
200401 1	Grajewo	Grajewski	1894	19	21709	1146	310	200
200501 1	Hajnówka	Hajnowski	2129	21	20265	952	266	214
200701 4	Jedwabne	Łomżyński	454	4	1607	354	747	893
200507 4	Kleszczele	Hajnowski	4671	47	1216	26	93	914
200804 4	Knyszyn	Moniecki	2368	24	2726	115	233	759
200601 1	Kolno	Kolneński	2507	25	10143	405	224	391
201104 4	Krynki	Sokólski	383	4	2313	604	767	810
200104 4	Lipsk	Augustowski	498	5	2250	452	727	816
200206 4	Łapy	Białostocki	1214	12	15412	1270	480	289
206201 1	Łomża	Łomża	3267	33	62573	1915	160	65
200207 4	Michałowo	Białostocki	215	2	2983	1387	816	727
200806 4	Mońki	Moniecki	766	8	9933	1297	630	398
200704 4	Nowogród	Łomżyński	2055	21	2150	105	279	828
200404 4	Rajgród	Grajewski	3528	35	1539	44	140	896
200901 1	Sejny	Sejneński	449	4	5159	1149	748	567
201001 1	Siemiatycze	Siemiatycki	3625	36	14210	392	134	307
201108 4	Sokółka	Sokólski	1859	19	17967	966	315	241
200605 4	Stawiski	Kolneński	1324	13	2159	163	444	826
201109 4	Suchowola	Sokólski	2595	26	2137	82	215	830
200209 4	Supraśl	Białostocki	569	6	4582	805	701	591
200210 4	Suraż	Białostocki	3386	34	983	29	148	921
206301 1	Suwałki	Suwałki	6551	66	69639	1063	67	54
200405 4	Szczuczyn	Grajewski	1323	13	3341	253	445	695
201309 4	Szepietowo	Wysokomazowiecki	284	3	2157	760	799	827
200212 4	Tykocin	Białostocki	2897	29	1966	68	185	851
200213 4	Wasilków	Białostocki	2826	28	11802	418	189	358
201301 1	Wysokie Mazowieckie	Wysokomazowiecki	1524	15	9336	613	389	420
200214 4	Zabłudów	Białostocki	1430	14	2490	174	416	786
201401 1	Zambrów	Zambrowski	1902	19	21921	1153	307	197
220202 4	Brusy	Chojnicki	520	5	5221	1004	718	565
220102 4	Bytów	Bytowski	872	9	16833	1930	591	265
220201 1	Chojnice	Chojnicki	2104	21	39647	1884	269	110
221301 4	Czarna Woda	Starogardzki	994	10	2763	278	551	756
220302 4	Czarne	Człuchowski	4643	46	5830	126	94	532
220204 4	Czersk	Chojnicki	973	10	9900	1017	558	399
220301 1	Człuchów	Człuchowski	1278	13	13479	1055	459	327
220304 4	Debrzno	Człuchowski	751	7	5020	668	637	576
221601 4	Dzierzgoń	Sztumski	390	4	5320	1364	766	562
226101 1	Gdańsk	Gdańsk	26196	262	470805	1797	7	6
226201 1	Gdynia	Gdynia	13514	135	244969	1813	18	12
221402 4	Gniew	Tczewski	604	7	6608	1094	689	496
221101 1	Hel	Pucki	2295	23	3212	140	244	704
221102 4	Jastarnia	Pucki	506	5	2679	529	723	765
220502 4	Kartuzy	Kartuski	735	7	14276	1942	644	305
221205 4	Kępice	Słupski	611	6	3558	582	686	681
220601 1	Kościerzyna	Kościerski	1586	16	23778	1499	376	181
221001 1	Krynica Morska	Nowodworski	11856	118	1290	11	23	911
220701 1	Kwidzyn	Kwidzyński	2154	22	38329	1779	265	115
220801 1	Lębork	Lęborski	1786	18	35101	1965	329	131
220802 1	Łeba	Lęborski	1656	17	3541	214	361	684
220901 1	Malbork	Malborski	1716	17	38101	2220	346	117
220106 4	Miastko	Bytowski	568	6	10211	1798	702	390
221002 4	Nowy Dwór Gdański	Nowodworski	507	5	9862	1945	722	402
220907 4	Nowy Staw	Malborski	467	5	4226	905	741	626
221404 4	Pelplin	Tczewski	442	4	7597	1719	752	463
220704 4	Prabuty	Kwidzyński	729	7	8625	1183	646	440
220401 1	Pruszcz Gdański	Gdański	1647	16	31578	1917	362	144
221103 1	Puck	Pucki	479	5	11139	2325	734	370
221501 1	Reda	Wejherowski	3346	34	26707	798	152	166
221502 1	Rumia	Wejherowski	3010	30	49536	1646	178	84
221309 4	Skarszewy	Starogardzki	1079	11	7015	650	521	481
221302 1	Skórcz	Starogardzki	363	4	3603	993	775	675
226301 1	Słupsk	Słupsk	4315	43	89780	2081	99	42
226401 1	Sopot	Sopot	1728	17	35286	2042	341	129
221303 1	Starogard Gdański	Starogardzki	2528	25	47272	1870	221	92
221605 4	Sztum	Sztumski	459	5	9798	2135	744	407
221401 1	Tczew	Tczewski	2238	22	59430	2655	250	74
221201 1	Ustka	Słupski	1019	10	15199	1492	542	292
221503 1	Wejherowo	Wejherowski	2699	27	49099	1819	207	86
221104 4	Władysławowo	Pucki	1367	13	9830	719	429	404
220508 4	Żukowo	Kartuski	473	5	6728	1422	738	489
240101 1	Będzin	Będziński	3737	37	56008	1499	124	78
246101 1	Bielsko-Biała	Bielsko-Biała	12451	125	169756	1363	21	22
241401 1	Bieruń	Bieruńsko-lędziński	4049	40	19375	479	107	220
240401 4	Blachownia	Częstochowski	3666	36	9457	258	130	415
246201 1	Bytom	Bytom	6944	69	163255	2351	62	23
246301 1	Chorzów	Chorzów	3324	33	106846	3214	154	36
240301 1	Cieszyn	Cieszyński	2861	29	33981	1188	187	134
240204 4	Czechowice-Dziedzice	Bielski	3291	33	35839	1089	157	128
240102 1	Czeladź	Będziński	1638	16	31039	1895	366	147
241201 4	Czerwionka-Leszczyny	Rybnicki	3763	38	27888	741	122	161
246401 1	Częstochowa	Częstochowa	15971	160	217530	1362	13	13
246501 1	Dąbrowa Górnicza	Dąbrowa Górnicza	18873	189	118285	627	10	31
246601 1	Gliwice	Gliwice	13388	134	177049	1322	19	19
241402 1	Imielin	Bieruńsko-lędziński	2799	28	9269	331	194	422
246701 1	Jastrzębie-Zdrój	Jastrzębie-Zdrój	8533	85	88038	1032	38	43
246801 1	Jaworzno	Jaworzno	15259	153	90368	592	14	41
241301 1	Kalety	Tarnogórski	7629	76	8548	112	55	442
246901 1	Katowice	Katowice	16464	165	290553	1765	12	11
240601 4	Kłobuck	Kłobucki	4746	47	12756	269	89	337
240501 1	Knurów	Gliwicki	3395	34	37801	1113	146	118
240406 4	Koniecpol	Częstochowski	3692	37	5846	158	128	531
240902 4	Koziegłowy	Myszkowski	2671	27	2438	91	210	794
241103 4	Krzanowice	Raciborski	308	4	2134	693	793	831
240602 4	Krzepice	Kłobucki	2766	28	4361	158	196	614
241105 4	Kuźnia Raciborska	Raciborski	3149	31	5230	166	170	564
241403 1	Lędziny	Bieruńsko-lędziński	3165	32	16731	529	169	268
240701 1	Lubliniec	Lubliniecki	8936	89	23551	264	33	184
240801 1	Łaziska Górne	Mikołowski	2011	20	22130	1100	290	194
241605 4	Łazy	Zawierciański	860	9	6744	784	596	488
241302 1	Miasteczko Śląskie	Tarnogórski	6783	68	7418	109	64	469
240802 1	Mikołów	Mikołowski	7921	79	41003	518	53	106
247001 1	Mysłowice	Mysłowice	6562	66	74559	1136	66	47
240901 1	Myszków	Myszkowski	7359	74	31261	425	58	145
241606 4	Ogrodzieniec	Zawierciański	2856	29	4243	149	188	625
240803 1	Orzesze	Mikołowski	8371	84	21290	254	44	206
247101 1	Piekary Śląskie	Piekary Śląskie	3998	40	54702	1368	110	80
241607 4	Pilica	Zawierciański	822	8	1917	233	611	857
241601 1	Poręba	Zawierciański	3999	40	8461	212	109	446
241005 4	Pszczyna	Pszczyński	2249	22	25702	1143	248	171
241501 1	Pszów	Wodzisławski	2044	20	13734	672	282	314
240502 1	Pyskowice	Gliwicki	3089	31	18455	597	171	231
241101 1	Racibórz	Raciborski	7501	75	54259	723	57	81
241502 1	Radlin	Wodzisławski	1253	13	17665	1410	467	248
241303 1	Radzionków	Tarnogórski	1320	13	16903	1281	446	261
247201 1	Ruda Śląska	Ruda Śląska	7773	78	136423	1755	54	26
247301 1	Rybnik	Rybnik	14836	148	137128	924	16	25
241503 1	Rydułtowy	Wodzisławski	1495	15	21385	1430	398	204
247401 1	Siemianowice Śląskie	Siemianowice Śląskie	2550	25	66270	2599	219	58
240107 4	Siewierz	Będziński	3866	39	5544	143	114	551
240310 4	Skoczów	Cieszyński	985	10	14116	1433	555	308
240108 1	Sławków	Będziński	3667	37	6935	189	129	484
247501 1	Sosnowiec	Sosnowiec	9106	91	197586	2170	32	17
240506 4	Sośnicowice	Gliwicki	1167	11	1927	165	493	854
240311 4	Strumień	Cieszyński	629	6	3659	582	679	670
241608 4	Szczekociny	Zawierciański	1803	18	3532	196	325	686
240201 1	Szczyrk	Bielski	3928	39	5711	145	112	541
247601 1	Świętochłowice	Świętochłowice	1331	13	49108	3690	442	85
241304 1	Tarnowskie Góry	Tarnogórski	8388	84	61756	736	43	67
240507 4	Toszek	Gliwicki	971	10	3569	368	559	680
247701 1	Tychy	Tychy	8181	82	126871	1551	47	28
240302 1	Ustroń	Cieszyński	5903	59	15989	271	74	279
240209 4	Wilamowice	Bielski	1036	10	3142	303	532	711
240303 1	Wisła	Cieszyński	11017	109	11007	100	26	376
241504 1	Wodzisław Śląski	Wodzisławski	4951	50	47576	961	85	91
240103 1	Wojkowice	Będziński	1279	13	8877	694	458	432
240708 4	Woźniki	Lubliniecki	7101	71	4298	61	61	619
247801 1	Zabrze	Zabrze	8040	80	170924	2126	49	21
241602 1	Zawiercie	Zawierciański	8525	85	48703	571	39	87
240905 4	Żarki	Myszkowski	2544	25	4538	178	220	595
247901 1	Żory	Żory	6464	65	62844	972	68	62
241701 1	Żywiec	Żywiecki	5054	51	30733	608	82	149
260402 4	Bodzentyn	Kielecki	865	8	2190	253	593	825
260101 4	Busko-Zdrój	Buski	1228	12	15611	1271	477	286
260403 4	Chęciny	Kielecki	1413	14	4394	311	419	609
260404 4	Chmielnik	Kielecki	780	8	3596	461	625	676
260704 4	Ćmielów	Ostrowiecki	1334	14	2984	224	441	726
260405 4	Daleszyce	Kielecki	1550	16	2856	184	383	748
260801 4	Działoszyce	Pińczowski	192	2	902	470	820	925
260202 4	Jędrzejów	Jędrzejowski	1137	11	14812	1303	504	298
260303 4	Kazimierza Wielka	Kazimierski	614	6	5429	884	685	558
266101 1	Kielce	Kielce	10965	110	193415	1764	27	18
260903 4	Klimontów	Sandomierski	466	4	1884	404	742	864
260503 4	Końskie	Konecki	1770	18	18878	1067	334	225
260904 4	Koprzywnica	Sandomierski	1790	18	2431	136	328	796
260705 4	Kunów	Ostrowiecki	726	7	2883	397	647	742
260407 4	Łagów	Kielecki	822	8	1543	188	611	895
260203 4	Małogoszcz	Jędrzejowski	968	10	3670	379	561	668
260412 4	Morawica	Kielecki	438	4	1708	390	753	884
260413 4	Nowa Słupia	Kielecki	1397	14	1356	97	422	908
260103 4	Nowy Korczyn	Buski	745	8	904	121	641	924
261203 4	Oleśnica	Staszowski	1004	10	1809	180	549	870
260304 4	Opatowiec	Kazimierski	547	6	336	61	706	930
260604 4	Opatów	Opatowski	936	9	6374	681	571	507
261204 4	Osiek	Staszowski	1743	18	1970	113	339	850
260701 1	Ostrowiec Świętokrzyski	Ostrowiecki	4643	46	67404	1452	94	57
260605 4	Ożarów	Opatowski	779	8	4451	571	626	604
260104 4	Pacanów	Buski	713	7	1132	159	653	917
260415 4	Pierzchnica	Kielecki	693	7	1160	167	660	916
260804 4	Pińczów	Pińczowski	1433	14	10524	734	415	383
261205 4	Połaniec	Staszowski	1741	17	7988	459	340	453
260504 4	Radoszyce	Konecki	1717	17	3095	180	345	721
260901 1	Sandomierz	Sandomierski	2869	29	22997	802	186	186
260206 4	Sędziszów	Jędrzejowski	792	8	6359	803	620	509
260305 4	Skalbmierz	Kazimierski	713	7	1263	177	653	913
261001 1	Skarżysko-Kamienna	Skarżyski	6439	64	44260	687	70	100
261101 1	Starachowice	Starachowicki	3182	32	47638	1497	168	90
261207 4	Staszów	Staszowski	2688	27	14534	541	208	301
260508 4	Stąporków	Konecki	1094	11	5569	509	517	549
260106 4	Stopnica	Buski	455	4	1414	311	746	904
261005 4	Suchedniów	Skarżyski	5940	60	8248	139	73	449
261208 4	Szydłów	Staszowski	1621	16	1095	68	368	918
261105 4	Wąchock	Starachowicki	1602	16	2724	170	373	760
260108 4	Wiślica	Buski	471	5	506	107	739	929
261306 4	Włoszczowa	Włoszczowski	3030	30	9798	323	176	407
260209 4	Wodzisław	Jędrzejowski	794	8	1082	136	619	919
260909 4	Zawichost	Sandomierski	2029	20	1713	84	285	881
281401 4	Barczewo	Olsztyński	458	5	7509	1640	745	465
280101 1	Bartoszyce	Bartoszycki	1179	11	22984	1949	490	187
281601 4	Biała Piska	Piski	324	4	4047	1249	790	639
281402 4	Biskupiec	Olsztyński	500	5	10628	2126	726	380
280104 4	Bisztynek	Bartoszycki	216	2	2328	1078	815	808
280201 1	Braniewo	Braniewski	1241	12	16974	1368	470	258
281403 4	Dobre Miasto	Olsztyński	486	5	10010	2060	731	393
280301 1	Działdowo	Działdowski	1147	11	21145	1844	501	208
286101 1	Elbląg	Elbląg	7982	80	118582	1486	51	30
280501 1	Ełk	Ełcki	2105	21	61903	2941	268	66
280203 4	Frombork	Braniewski	759	8	2305	304	634	812
280601 1	Giżycko	Giżycki	1372	14	28964	2111	428	157
281803 4	Gołdap	Gołdapski	1720	17	13600	791	344	321
280102 1	Górowo Iławeckie	Bartoszycki	332	3	3887	1171	787	651
280701 1	Iława	Iławski	2188	22	33206	1518	261	137
281406 4	Jeziorany	Olsztyński	341	3	3135	919	783	713
280801 1	Kętrzyn	Kętrzyński	1035	10	26788	2588	533	165
280704 4	Kisielice	Iławski	337	3	2081	618	785	839
280804 4	Korsze	Kętrzyński	403	4	4145	1029	762	634
280304 4	Lidzbark	Działdowski	568	6	7635	1344	702	461
280901 1	Lidzbark Warmiński	Lidzbarski	1435	14	15489	1079	414	287
280702 1	Lubawa	Iławski	1684	17	10374	616	354	388
281002 4	Mikołajki	Mrągowski	932	9	3741	401	573	660
281506 4	Miłakowo	Ostródzki	876	9	2540	290	589	778
281507 4	Miłomłyn	Ostródzki	1238	12	2421	196	473	798
280406 4	Młynary	Elbląski	276	3	1763	639	800	876
281508 4	Morąg	Ostródzki	611	6	13459	2203	686	328
281001 1	Mrągowo	Mrągowski	1481	15	21302	1438	401	205
281104 4	Nidzica	Nidzicki	686	7	13547	1975	662	325
281201 1	Nowe Miasto Lubawskie	Nowomiejski	1137	11	10709	942	504	378
281304 4	Olecko	Olecki	1154	12	16364	1418	498	276
286201 1	Olsztyn	Olsztyn	8833	88	171249	1939	34	20
281409 4	Olsztynek	Olsztyński	769	8	7491	974	628	466
280905 4	Orneta	Lidzbarski	963	10	8648	898	564	438
281602 4	Orzysz	Piski	817	8	5526	676	613	554
281501 1	Ostróda	Ostródzki	1415	14	32714	2312	418	140
280407 4	Pasłęk	Elbląski	1064	11	12117	1139	526	352
281704 4	Pasym	Szczycieński	1518	15	2498	165	390	784
280205 4	Pieniężno	Braniewski	381	4	2679	703	769	765
281603 4	Pisz	Piski	1008	10	19029	1888	547	224
280805 4	Reszel	Kętrzyński	382	4	4535	1187	768	596
281604 4	Ruciane-Nida	Piski	1707	17	4434	260	347	607
280608 4	Ryn	Giżycki	414	4	2827	683	760	751
280106 4	Sępopol	Bartoszycki	463	5	1883	407	743	865
280706 4	Susz	Iławski	667	7	5529	829	669	553
281701 1	Szczytno	Szczycieński	1062	11	22813	2148	527	188
280409 4	Tolkmicko	Elbląski	229	2	2644	1155	811	770
281903 4	Węgorzewo	Węgorzewski	1088	11	11144	1024	518	369
281708 4	Wielbark	Szczycieński	1842	18	2981	162	318	728
280707 4	Zalewo	Iławski	822	8	2129	259	611	833
302201 4	Bojanowo	Rawicki	234	2	2915	1246	807	739
300401 4	Borek Wielkopolski	Gostyński	629	7	2500	397	679	783
300102 4	Budzyń	Chodzieski	4059	41	4475	110	106	600
302103 4	Buk	Poznański	296	3	5948	2009	797	524
302001 4	Chocz	Pleszewski	688	7	1769	257	661	875
300101 1	Chodzież	Chodzieski	1277	13	18229	1427	460	239
300201 1	Czarnków	Czarnkowsko-trzcianecki	1017	10	10464	1029	543	385
301102 4	Czempiń	Kościański	332	3	4932	1486	787	580
300302 4	Czerniejewo	Gnieźnieński	1019	10	2671	262	542	767
300904 4	Dąbie	Kolski	880	9	1982	225	587	849
302703 4	Dobra	Turecki	184	2	1352	735	822	909
302003 4	Dobrzyca	Pleszewski	1970	20	3112	158	298	718
302602 4	Dolsk	Śremski	620	6	1553	250	682	894
300301 1	Gniezno	Gnieźnieński	4060	41	67570	1664	105	56
301001 4	Golina	Koniński	352	4	4450	1264	778	605
302803 4	Gołańcz	Wągrowiecki	1264	13	3158	250	463	709
300402 4	Gostyń	Gostyński	1109	11	20250	1826	511	215
301803 4	Grabów nad Prosną	Ostrzeszowski	258	3	1912	741	801	859
300502 4	Grodzisk Wielkopolski	Grodziski	1821	18	14713	808	321	300
300601 4	Jaraczewo	Jarociński	1007	10	1403	139	548	906
300602 4	Jarocin	Jarociński	2196	22	26453	1205	258	167
303102 4	Jastrowie	Złotowski	7230	72	8580	119	60	441
302202 4	Jutrosin	Rawicki	162	2	1966	1214	826	851
306101 1	Kalisz	Kalisz	6942	69	99106	1428	63	38
300803 4	Kępno	Kępiński	779	8	13889	1783	626	312
301004 4	Kleczew	Koniński	780	8	4097	525	625	637
300305 4	Kłecko	Gnieźnieński	962	10	2605	271	565	772
300906 4	Kłodawa	Kolski	431	4	6355	1474	756	510
301202 4	Kobylin	Krotoszyński	487	5	3222	662	730	703
300901 1	Koło	Kolski	1385	14	21247	1534	425	207
306201 1	Konin	Konin	8231	82	72539	881	46	48
302108 4	Kostrzyn	Poznański	798	8	9697	1215	618	409
301101 1	Kościan	Kościański	901	9	23716	2632	582	182
301203 4	Koźmin Wielkopolski	Krotoszyński	589	6	6437	1093	694	504
300705 4	Koźminek	Kaliski	604	6	1938	321	689	852
302109 4	Kórnik	Poznański	599	6	8023	1339	691	452
303103 4	Krajenka	Złotowski	376	4	3603	958	770	675
300403 4	Krobia	Gostyński	705	7	4338	615	654	615
301204 4	Krotoszyn	Krotoszyński	2254	23	28701	1273	247	158
301104 4	Krzywiń	Kościański	227	2	1721	758	812	880
300204 4	Krzyż Wielkopolski	Czarnkowsko-trzcianecki	581	6	6147	1058	696	515
302603 4	Książ Wielkopolski	Śremski	196	2	2718	1387	819	761
306301 1	Leszno	Leszno	3186	32	62854	1973	167	61
302101 1	Luboń	Poznański	1351	14	32015	2370	434	143
301502 4	Lwówek	Nowotomyski	316	3	2933	928	791	735
301904 4	Łobżenica	Pilski	325	3	2939	904	789	734
300104 4	Margonin	Chodzieski	515	5	2984	579	720	726
302203 4	Miejska Górka	Rawicki	314	3	3203	1020	792	707
301403 4	Międzychód	Międzychodzki	698	7	10476	1501	659	384
301806 4	Mikstat	Ostrzeszowski	252	3	1812	719	802	869
303002 4	Miłosław	Wrzesiński	446	4	3534	792	749	685
302110 4	Mosina	Poznański	1350	14	14255	1056	435	306
302111 4	Murowana Goślina	Poznański	862	9	10410	1208	594	387
303003 4	Nekla	Wrzesiński	1979	20	3851	195	297	652
301702 4	Nowe Skalmierzyce	Ostrowski	158	1	4744	3003	827	585
301504 4	Nowy Tomyśl	Nowotomyski	520	5	14319	2754	718	303
301601 4	Oborniki	Obornicki	1408	14	17848	1268	421	243
302401 1	Obrzycko	Szamotulski	374	4	2385	638	771	803
301703 4	Odolanów	Ostrowski	476	5	5114	1074	737	571
303105 4	Okonek	Złotowski	601	6	3842	639	690	654
301505 4	Opalenica	Nowotomyski	642	6	9545	1487	677	413
300708 4	Opatówek	Kaliski	868	9	3611	416	592	674
301303 4	Osieczna	Leszczyński	476	5	2392	503	737	801
302405 4	Ostroróg	Szamotulski	125	1	1916	1533	829	858
301701 1	Ostrów Wielkopolski	Ostrowski	4190	42	71560	1708	102	53
301807 4	Ostrzeszów	Ostrzeszowski	1213	12	13964	1151	481	310
301901 1	Piła	Pilski	10268	103	72527	706	29	49
302006 4	Pleszew	Pleszewski	1338	13	16953	1267	440	259
302406 4	Pniewy	Szamotulski	932	9	8084	867	573	451
302112 4	Pobiedziska	Poznański	1024	10	9451	923	540	417
300406 4	Pogorzela	Gostyński	436	4	2087	479	754	838
300407 4	Poniec	Gostyński	348	3	2878	827	779	744
